,clean_tweet,label
160,الحل بالتطعيم نعم للتطعيم ,Pro-vaccine
161, لا للتطعيم الاجباري رجاء مشاهده الفيديو ,Anti-vaccine
162,الحمدالله على التطعيم الذي حمانا بعد الله سبحانه وقلل نسبة الاصابات في الكويت بشكل قياسي بسبب وصول نسبة التطعيم والمناعة المجتمعية في الكويت لاكثر من ٪ بعكس اوربا المنتشر بها الوباء بسبب وصول نسبة تطعيمهم ل٪ فقط لاغير نعم للتطعيم ,Pro-vaccine
165,اللقاحات المتوفرة من الجهات المصنعة وكذلك الجهات المسؤولة على التطعيم لا يضمنون سلامة اللقاح وفعاليته‼ واللقاحات لم تأخذ دورتها بالتجارب للمدة الكافية حسب رأي المختصين‼ وتريدون أن تجبرونا عليها وتمنعونا من السينما وربما المجمعات والآن من السفر⁉ لا لربط السفر بالتطعيم,Anti-vaccine
167,رسمياً نسبة التطعيم بلغت نعم للتطعيم ,Pro-vaccine
168,ونعم بالدكتور غانم وفعلا الموضوع خطير ‼ ويحتاج فزعة لوقف هذه المهزلة لا للتطعيم الاجباري كفى عبثا ,Anti-vaccine
169,آنا وايد سعيد ان للحين أشخاص أعرفهم اقتنعوا بالتطعيم مني، طبعاً هم ودهم يقولون من حنتك وقرقتك وطحنتك، بس مستحين مني، مو مشكلة، المهم ينتشر الوعي، ولا تستهين بأي تويت أو كلمة تكتبها ممكن تقنع غيرك وصحة وعافية عاللي طعموا واللي بيطعمون واللي انشالله بيقتنعون نعم للتطعيم ,Pro-vaccine
170,قسما بالله امرأة نعم لكنها بألف رجل ممن يطبلون ل اللقاح الكاذب و الفايرس الاكذب لا يغشونك لا للتطعيم الاجباري ,Anti-vaccine
171,جريمه قتل عسكري تهز اركان الدوله والسبب الشرطه منشغله وراء قرارات وزير الصحه بمطارده غير المطعمين باللقاح الغير معتمد اللي تم شراءه بااموال الشعب دون اخذ رأيهم بهذا اللقاح يجب ان تكون لنا وقفه جاده كشعب بوجه هذا القرارات المستبده جريمة المهبولة لا للتطعيم الاجباري ,Anti-vaccine
172,المفروض على خمالكم بموضوع الجرعة الثانية لما تقررون تعطونا الجرعه ما نروح لكم انتوا تييونا لي البيت معاكم الجرعه وآيس امريكانو وين جرعتي الثانية نبي الجرعة الثانية,Pro-vaccine
173, لن امتثل امرأة بالمنتصف من عمرها بعد تلقيها لـقاح فايزر القاتل وقد اندمجت اجنة الشمبانزي والرايبوزي وتحولت الى شاذي ويمكنكم سماع نغمة اتصال شبكة الG ومازال بعض المناديب يقول آمن آمن عجبني انا مازالت تبتسم رغم الألم 🥺 ,Anti-vaccine
174,يا جماعة السالفة مو سالفة مطعم و غير مطعم السالفة سالفة قمع للحريات الشخصية، انك تبين للشعب ان الغير متطعم سبب بانتشار المرض يسبب نزاعات للي عقولهم صغيرة مع الاسف ، بالنهاية المتطعم طعم باختياره و ليس مجبر غير صحيح اجبار الغير متطعم على التطعيم لا للتطعيم الاجباري,Anti-vaccine
175,خيي الزلم الوحش المجسم، اليونان والبرتغال أعلنوا فتح السياحة للمطعمين، شناطر ما ولهت على التان بشواطئ ميكانوس وسانتوريني والا بترد هالسنة تتنتن بشواطئ الخيران والزور اللي كلها وصاخة نعم للتطعيم ,Pro-vaccine
176,كل مافي الموضوع أنك لا ترى ما يُجهّز لك بالجنة مقابل صبرك على الظلم الواقع عليك في بلدك منع منع منع وهم لا يرون ما يُجهز لهم في قبورهم مقابل ظلمهم لك لا للتطعيم الاجباري الرخص السافل حسبي الله ونعم الوكيل,Anti-vaccine
177,الحين صارلنا شهر من طعمنا اكسفوردمتى الجرعة الثانية بعد شهرين ولا متى بالضبط نعم للتطعيم,Pro-vaccine
178,للأمانة العلمية والأخلاقية: سبقت الكويت دول مثل فرنسا وبريطانيا بتاريخها الطبي بدراسة إعطاء جرعة ثانية من فايزر لمن تلقى الجزعة الاولى من أكسفورد فلا تخلط الأوراق فأرواح الناس وسلامتهم فوق كل أعتبار الجرعة الثانية ,Pro-vaccine
179, حكومه لا للتطعيم الاجباري مجلس الوزارء لا للتطعيم الاجباري الخميس الونيس كورونا تعوذوا من ابليس على هالقرارات🤦‍,Anti-vaccine
180,استغرب من الهجوم الممنهج وحملات تشويه اللقاح والحث على عدم التطعيم انا الان موجود في مستشفى جابر والوفيات بالدقايق وخلال دقايق فقط حالتين وفاه ولا راح تعرفون قيمة اللقاح ومعنى المرض الا عند فقدان احد عزيز عليكم لا للتطعيم الاجباري,Pro-vaccine
181,الله لا يوري احد مكروه بعزيز يارب نعم للتطعيم ,Pro-vaccine
182,لكل من أخذ لقاح اكسفورد بإمكانه استخراج شهادة التطعيم عبر تطبيق مناعة الاكتفاء بجرعة واحده لا للتطعيم الاجباري كرونا,Anti-vaccine
183,تواصلت مع دكاترة بخصوص مرضين مناعيين اعاني منهم، رغم ثقتي بهم وعلمهم وهم من خيرة الدكاترة، الا انهم يرفضون الإجابة على سؤال بسيط اطعم والا لا الأخ يقولي ما يتعارض معاك التطعيم، وبروفيسورة عالجتني بامريكا تقول مافي عندنا دراسات موثوقة لحالتك مع التطعيم لا للتطعيم الاجباري,Anti-vaccine
184,لو كان التطعيم علاج فعال أخذته و اذا تبون تقولون لي وقايه وايد خذو التطعيم و حاشهم الفايروس و اذا تبون تقولون الاعراض تحوشك أخف من اللي ما طعم في ناس ماتو و اهم مطعمين لا للتطعيم الاجباري ,Anti-vaccine
185, شرايك نعم للتطعيم,Pro-vaccine
186,ميم طاء حب وعطاء تاط عيم صحة ووقاء نعم للتطعيم ,Pro-vaccine
190,وضع وحدات العناية المركزة في المملكة العربية السعودية نعم للتطعيم ,Pro-vaccine
191,بسكم تخرع بالأوادم طعموا ومن تحبون ها مو شغلك احنا شنو نسوي واذا التطعيم هو طوق النجاة لك من مرض الخوف و الرعب اللي جاك بعد اللي شفته بالعناية أنت طعّم ومن تحب عوافي عليكم انت إخترت ما تريد صح خلاص اترك الناس تقرر ما تريد No hard feelings لا للتطعيم الاجباري ,Anti-vaccine
192,من أخذوا التطعيم بالرغم من عدم قناعتهم الكافية به ولكن حتى لا يحرموا من السفر ودخول السينما وخلافهالآن جاء الدور ليجبروا الجميع والأهم ليفرضوا اللقاح على أبنائكم‼بالتالي كيف لكم أن تجازفوا بحياتهم من خلال طعوم مازالت تحت التجربة وتستخدم فقط للطوارىء⁉ لا للتطعيم الاجباري,Anti-vaccine
193,طعموا خل يروح الغبار نعم للتطعيم ,Pro-vaccine
194,اكثر شعب حنّان الكويتيين اكثر شعب لبّاح الكويتيين اكثر شعب ينتقد الكويتيين اكثر شعب يدخّل عصّه بشي ما يخصّه الكويتيين وبعدين وآخرة هالحنّة على الجرعة الثانية الله يستر ترى موزين عليكم الحنّة تييب الفقريتبع وين جرعتي الثانية,Pro-vaccine
